,RESPONDENT_ID,Code1,Code2,Code3,Code4,Response
436,3718,11,,,,There is no best reason.
437,3719,1,,,,Better option than Trump
438,3721,4,6.0,,,He is not pompous and seems to truly care about the American people.
439,3723,3,,,,There is no reason to support Joe Biden or Camilla Harris. I don't believe in BLM it should be ALM. I am appalled how the nation is allowing the racist comments of the BLM protesters to continue. I hope cities work Camilla lives and Joe lives deep on the police and their houses get broken into. The police should stop showing up for work to show them what it's like.
440,3728,3,,,,He has a better chance of reuniting the country.
441,3731,2,,,,He is a good man
442,3743,1,,,,Donal trump because of the health sector.
443,3745,10,8.0,7.0,,Social security  and Medicare  and covid 19
444,3747,11,,,,nothing
445,3751,2,,,,He is more of a people person and not as abrupt
446,3752,11,,,,none
447,3757,1,,,,Trump is a liar
448,3761,4,1.0,,,the important reason... get trump out
449,3767,6,5.0,2.0,,"Joe Biden is honest, cares about all Americans, and has the experience and expertise needed to do the job.  He is respectable."
450,3769,5,,,,"His experience,honesty, and empathy."
451,3771,6,,,,Better programs for poor people
452,3773,97,,,,"I believe Biden is much more likely to pull together and lead a team to get information, make decisions and implement procedures."
453,3774,97,,,,I can find no reason at all to support Biden for president
454,3775,1,,,,NONE would not be a good President
455,3777,13,11.0,1.0,3.0,"No matter what his policies are, and I support some, I don't want a repulsive person like Trump as President. He wakes up every day looking for a fight and looking for somebody to pick on and bully. Trump is also way too compulsive and volatile, and lies constantly. Biden is an ethical, empathetic, caring person who will try and unite the country, who won't incite bad behavior and violence, and he's more a moderate vs a radical liberal, and that's the Democrat that I'd prefer."
456,3782,2,,,,Honest
457,3783,99,,,,Biden will increase handouts to anyone who wants them.
458,3786,11,,,,Nothing
459,3788,4,,,,I have carefully compared Joe's interviews of 8 years ago with today...he is not up to the task and kamal Harris really scares me
460,3793,97,,,,might build better race relations
461,3795,1,,,,Time for change
462,3797,11,,,,none
463,3799,2,,,,he's the best one!!!
464,3802,5,2.0,,,He is a good person and leader
465,3804,5,1.0,10.0,,"He actually knows what he's doing as opposed to the idiot holding office at the moment. Because of Trump's unwillingness to admit any sort of weakness, we are in a pandemic that maybe could have been less dangerous."
466,3824,97,,,,I think he may have a better idea on how to tackle Covid 19
467,3825,1,,,,Trump is a train wreck
468,3831,11,,,,I'm afraid I have no reason to support him even though neither candidate is a good one.  He's made a lot or promises but has not disclosed the how he's going to keep them.  No real plans have been disclosed.  You can say you're going to do something all you want but how are you going to execute.  His ideas are all very expensive.  How is he going to pay for them?
469,3832,1,,,,to remove Donald Trump who is the worst President USA has ever had
470,3836,3,6.0,,,That's he'll unite the country again and help not just the poor but the middle class as well ??
471,3839,3,,,,"He will not divide the country, bully people, support racists and racist groups and lie in our face."
472,3844,5,2.0,1.0,,"These last four years have been pure chaos because Trump is unfit to be president.  There has been one thing after another on the news that he has screwed up.  He is a liar and a puppet for Putin.  It is difficult to pick only one reason to support Biden for President, but if I had to sum it up, it is that I would like to sleep better at night knowing that my country is in capable hands."
473,3851,97,,,,Are you kidding me?  Are you guys high?
474,3855,12,,,,Nothing  he to old
475,3856,13,12.0,,,I would never support Joe Biden.  He seems so out of touch that he could never be in control enough to keep the countrys best interests at the forefront.  He has dementia.
476,3858,97,,,,Joe Biden understands those of us who are not rich but are the major portion of the people in this country.
477,3866,97,,,,"BECAUSE DONALD TRUMP HAD TOLD THE PEOPLE TO DRINK BLEACH IF THEY HAD CORONAVIRUS ,AND BLEACH WOULD KILL YOU"
478,3876,1,,,,He's not Trump.
479,3880,6,1.0,,,trump is a liar and cares only for himself
480,3911,3,,,,I have many but he will unite the country and and deal with our crisis with covid
481,3922,1,,,,"He isn?t a racist, homophobic, sexist evil man who makes America look like a joke and is killing thousands of people due to Covid (unlike Trump)"
482,3928,2,,,,Feel he is trust worthy
483,3929,3,,,,I believe he can unite our country again.
484,3935,97,,,,i feel like he has a better plan for corona virus
485,3937,97,,,,He has Americans best interest in mind
486,3942,11,,,,There is NO REASON to support Biden.
487,3948,1,,,,I can?t suppport Biden but the best reason would be because Trump is a self centered untruthful person concerned more z out himself and his business than the average  American person.
488,3951,5,,,,He has more experiencein politics
489,3952,11,,,,there is none at all hes not in tubne with the peoplle
490,3954,3,,,,He cares about the people
491,3956,13,5.0,11.0,,there is none. He has made a living off of the american people for 47 years and has nothing he can really stte that he has done
492,3960,2,3.0,,,I believe that he will be honest with the american people and unite the country while leading us back to a good economy
493,3963,11,,,,none
494,3965,11,,,,None
495,3967,13,5.0,1.0,3.0,"Has a lot of experience. Was a great Vice President. He'll be honest with the American people. He truly cares about America and unlike Donald Trump he thinks it's not what his country can do for HIM, but what he can do for our country. He will listen to his cabinet members and be open to their input, even when they disagree with him He won't just fire them like he's running a TV show. He will rebuild ties with our allies and discontinue ties with our enemies. Will make an effort to reunite our country and support Black Lives Matter along with police reform. Is concerned with global warming and climate change."
496,3970,97,,,,He makes the best promises
497,3981,11,,,,there is none
498,3991,2,,,,"I feel he is genuine about his feelings and wanting to President of all people regardless of sex, color, religious affilation or part as well as his compassionate feelings"
499,4000,97,,,,Climate change
500,4008,11,,,,None
501,4010,11,,,,None
502,4017,97,,,,none the guy is a joke
503,4022,99,,,,Biden has the ability to find the middle ground and restore civility.
504,4023,11,,,,there isnt one
505,4025,1,,,,If you want the country to be more socialized vote for him.
506,4027,1,,,,He isn't insane like Trump
507,4028,1,,,,Not Trump
508,4031,11,,,,I don't see any reason to vote for him.
509,4035,11,,,,no reason to support
510,4040,1,,,,He represents the opportunity for positive change
511,4043,4,,,,He can do the job
512,4044,13,11.0,,,"If you are a left leaning democrat, he will be easier to control because he flips to the most popular party trend when pressured, otherwise nothing."
513,4051,97,,,,Honesty
514,4052,11,,,,For me there is no reason to support Him for President.
515,4055,99,,,,I dont know
516,4058,5,,,,He is the best candidate for the job
517,4060,97,,,,good
518,4070,6,4.0,,,"He?s competent, experienced and cares for the American people"
519,4071,2,4.0,,,Honest and sane
520,4074,11,,,,There is no reason to support someone who is so liberal and old and did nothing for so long in government
521,4080,11,,,,I wouldn't support him for any reason.
522,4082,1,,,,Better than Trump and can't be any worst than what we have now.
523,4085,97,,,,I cannot vote for someone not willing to specific questions
524,4086,1,,,,Get rid of Trump
525,4091,4,,,,He?s not insane
526,4095,11,,,,No reason.
527,4097,97,,,,Biden has fewer credible rape accusations against him than President Trump does.
528,4104,1,,,,Anyone is better then having trump for another 4 years
529,4109,1,,,,he's a little more polished than trump
530,4114,1,,,,Because Trump is dangerous for everyone. We won't recognize this country after four more years of Trump.
531,4118,1,,,,Doesn't lie like trump
532,4124,11,4.0,,,"no reason, he is incompetant"
533,4125,11,,,,I don't  have a good reason to support  Joe Biden he hasn't done anything in 47 years why would I believe anything he says.  The worst time in my life were the Obama/Biden years for jobs Healthcare everything
534,4126,6,2.0,,,He?s for the people. Especially the middle class and lower class
535,4130,7,,,,Social security
536,4132,11,12.0,,,he is to old and There is no reason in the World to vote for him
537,4137,1,,,,He is not Donald Trump
538,4138,1,,,,"biden stands for what i want my country to be like, the total opposite of what trump stands for"
539,4142,97,,,,if you are a pedophile or part of the illuminati
540,4143,97,,,,Joe biden
541,4148,3,,,,"He will work to stop the degradation of our environment vis-a-vis climate change, AND he will appoint people to important jobs in his administration who are actually qualified to hold those positions, and he will listen to them."
542,4149,5,2.0,,,"He is honest, a leader, experienced and fair."
543,4150,98,,,,Can?t think of any
544,4152,13,,,,He will be a better leader
545,4155,7,,,,He will fight for in keeping social security going
546,4157,1,,,,Trump is the better of the two
547,4158,12,,,,Because he will be replaced by Kamala Harris in under a year due to his declining mental health
548,4163,5,4.0,,,He is actually sane and has presidential experience
549,4167,97,,,,future of America
550,4168,7,,,,He wants to increase social security payments by $1300/ month.
551,4171,11,,,,Because it is not about him but about us!
552,4172,3,,,,Because he cares about the people.
553,4177,1,,,,BEcause he is not trump
554,4178,5,13.0,2.0,,"HE HAS THE KNOWLEDGE AND PERSOALITY TO BE OUR PRESIDENT.  HE KNOWS WHAT IT TAKES TO RUN THIS COUNTRY AND IS READY TO GIVE IT HIS ALL. HE KNOWS WHEN TO GET HELP WITH THINGS HE MAY NOT BE EXPERT ON. HE KNOWS WHEN TO TRUST. MOST IMPORTANTLY, HE KNOWS NOT TO LIE TO THE AMERICAN PEOPLE."
555,4180,9,3.0,,,He will unite the country & get the job done.
556,4181,2,,,,He is just a better human being overall.  Seems willing to work across party lines and isn't a bully.
557,4184,6,,,,caring person
558,4191,13,,,,Joe will get the job done he knows how to speak to other countries he's there to do the job for America not for himself
559,4192,97,,,,Joe Biden has the ability to be president and the character to restore our image in the eyes of the country and the world.
560,4195,11,,,,no reason
561,4208,3,2.0,,,He's a gentleman and he loves the USA.
562,4209,1,2.0,,,He is a man with common sense and not a complete dumbass clown like trump.
563,4212,11,,,,None
564,4214,1,,,,Not childish. More presidential.
565,4215,3,,,,He cares about all Americans from all walks of life.
566,4216,1,,,,That he's NOT President Trump!
567,4230,1,,,,He?s not Donald Trump
568,4237,1,,,,I am not a FAN of RUMP oops I meant Trump
569,4240,3,,,,"He cares about the average American.  He will unite us, not divide us."
570,4241,2,,,,I stand for everything he says. He's honest and real.
571,4243,1,,,,He is what our country needs to repair all the damage that trump has costs
572,4245,12,,,,none hes old and creepy
573,4248,11,,,,I cannot think of any reasons to support Joe Biden.
574,4251,97,,,,Not to support a Crooked pedofile
575,4252,11,,,,I DO NOT support Biden
576,4259,13,,,,Nothing he's not capable to run the Country He has to wear a wire for the Debates and half the time He doesn't know where he is and his wife should be arrested for Elder Abuse and Abortion isn't Health Care
577,4262,9,1.0,,,"Because Joe Biden will do everything that needs to be done to get coronavirus under control. Donald Trump will not and it will affect all of us - some will die, some will lose jobs and the economy will not recover until coronavirus is under control."
578,4265,11,,,,I can't think of any reasons.
579,4266,11,,,,none
580,4267,97,,,,Wisdom comes with age
581,4270,2,,,,He is a decent human beung
582,4274,5,,,,His experience as a Senator and Vice-President.
583,4285,11,,,,"There is none! There is nothing that can make me vote for him, or his running mate."
584,4286,2,5.0,,,"He had eight years on the job training as the man who was a heartbeat from the President. He gleaned a great deal from, and worked well with President Obama. He has experience and respect among world leaders."
585,4288,3,,,,if he promises to do what he says he going to do for the american people
586,4290,1,,,,get rid of trump
587,4293,1,,,,Because he is not trump
588,4296,1,,,,He fits the job way better than Trump
589,4297,5,,,,he has a level head and he was our v p for 8 years
590,4299,7,,,,he wants to protect social security
591,4302,11,,,,No reason
592,4309,5,,,,He is a hard working American
593,4313,4,2.0,,,"He is honest and reasonably competent, unlike his rival."
594,4317,5,,,,He will be able to make the US a world leader again.
595,4320,6,,,,"More for the average, middle class person"
596,4325,99,,,,I can'ta really think of any reason to vote for Joe Biden.
597,4331,1,5.0,,,There is no good reason to support Joe Biden for President.  He has had to other failed Presidential Campaigns that ended because of major issues like Plaigurism
598,4336,3,,,,I think he will do more for americans
599,4342,11,,,,None
600,4346,97,,,,Democratic Party
601,4356,1,,,,BECAUSE TRUMP IS A PSYCHOPATH
602,4363,97,,,,brings sanity to the office of president
603,4368,13,,,,He would be a level headed leader that will not undermine the American people and would be much better suited to unite all citizens against hatred
604,4375,2,,,,"He is an honest, good, qualified person."
605,4382,11,,,,None
606,4386,1,,,,He is not trump
607,4387,5,1.0,,,I support Biden because Trump is a total disaster.  He is the worst President in the history of the United States.
608,4388,97,,,,His corvette
609,4395,97,,,,Sniffy
610,4397,11,,,,There is none
611,4400,98,,,,Change
612,4404,8,,,,Health Care
613,4411,11,,,,there is no reason to support him do the research he is a liar
614,4413,3,,,,Bring America together again
615,4424,97,,,,need a person to support our nation to other nations appropriately
616,4452,11,,,,There is none
617,4453,11,,,,There is no good reason
618,4460,3,,,,He will unite the country.
619,4463,13,,,,There is a small chance that he won't ruin the country/
620,4465,1,,,,outrageous and dangerous behavior of trump
621,4470,99,,,,Democratic beliefs.
622,4472,5,,,,"He is very professional, knows how to be a leader"
623,4474,11,,,,None!
624,4476,2,,,,I think he is honest and wants to do as much for the American people as you can
625,4494,13,,,,He is a democrat.
626,4495,1,,,,"I agree with many of Bidens policy. Regardless of this, we need to vote Donald Trump out of office. Anyone would be better than him."
627,4496,11,1.0,,,"I believe he might be a better president, however I am not so certain his coice for vice president is wrong.  the main reason I wouldn[t vote for his is he is in the wrong polical party; Any party that has Nancy Pelosi and Hilarty  clinton in, I am against."
628,4498,1,,,,Because trump has done absolutely nothing for the ordinary citizens like me.
629,4499,11,,,,nothing
630,4500,3,,,,It is for the people and believes in America
631,4502,13,11.0,,,"Nothing,  he's a socialist"
632,4503,11,,,,There is none.
633,4505,2,3.0,,,He cares about all Americans.  He denounces hate groups.  He tells the truth.
634,4508,11,1.0,,,"I do not plan to support Joe Biden, but you are only giving me two options. I will be voting for Jo Jorgensen. We can do better than these two terrible men."
635,4509,11,,,,There is no reason. Why is this survey only including 2 candidates? It seems to be severely slanted towards Biden so far. This makes your results invalid. Someone wasted their money on this.
636,4512,3,,,,To unify the country. The country is too filled with hatred and distrust of each other
637,4518,6,3.0,12.0,,"He thinks issues through, uses advise of experts in the field at issue than makes a concise statement.  He does not rant and put others down. He affirms the value of all people, brown, black, asian, gay, or not, christian or not, rich or poor, educated or not, disabled or not."
638,4519,6,,,,He might protect the middle class better
639,4525,13,11.0,,,None. Biden has a proven track record of being a puppet.  He makes no decisions on his own and flip flops on issues depending on whose vote he's looking for.
640,4530,11,,,,Nothing to say
641,4534,1,,,,He's not mentally challenged ad Trump.
642,4535,1,,,,TO prevent trump from being reelected
643,4536,99,,,,I don't believe there is any.
644,4538,11,,,,Nothing
645,4546,1,,,,Because he?s not Trump
646,4551,97,,,,Have the country return to something more normal and predictable. Re-establish the USA as a good and moral country.
647,4552,1,,,,He is not Donald Trump
648,4556,11,,,,there is absolutely no reason to support Biden
649,4557,3,,,,He knows how to unite the country.
650,4558,11,,,,There is NO good reason to support Biden for president.
651,4573,4,,,,I think that he has the better interest of many Americans
652,4576,1,,,,He is better than Trump at dealing with the coronavirus.
653,4577,4,,,,"He's a damn idiot and if people vote for him,  they will get what they deserve"
654,4588,97,,,,Democratic
655,4592,97,,,,Respectful
656,4595,13,11.0,5.0,,"I do not have a reason to support Biden for president, he has been in politics for 40+ years and done absolutely nothing positive for the USA and the voters.  He was part of the worst medical debacle of insurance this country ever has seen"
657,4599,11,,,,No reason at all.
658,4603,2,,,,good man
659,4607,6,2.0,,,He is honest and cares about the American people.
660,4608,5,11.0,,,There is none. He has had the chance over and over and has failed miserably.
661,4614,1,,,,He is more racial than Trump
662,4615,97,,,,Student loan payoffs
663,4620,3,,,,"I like the fact that he wants to unite, not divide, I like his idea of a nation wide mask mandate, we can't rebuild the economy when so many of our fellow citizens are dying every day."
664,4623,1,,,,He's not Trump
665,4635,97,,,,New look on the cornovirus
666,4641,1,,,,because Trump is UNFIT
667,4647,2,,,,He has compassion and empathy. Kamala Harris is a strong asset
668,4650,9,1.0,,,he will be the best president to lead us out of mess trump and republicans created
669,4651,97,,,,the best of the 2 candidates that care about People
670,4653,97,,,,health
671,4654,6,,,,Someone who will help the middle class
672,4655,1,,,,He?s better than trump he?s focused on the people versus himself
673,4665,4,,,,Biden is intelligent to listen to experts and is not a Russian stoodge
674,4675,97,,,,Telling the truth
675,4680,13,5.0,3.0,2.0,He is honest and I believe he will try to do all that he has stated that he will do.  It all depends on who is the majority in the Senate.  He has been up front on everything as far as I can see and will unite the country and make us a leader again among all the foreign nations because he doesn't lie.
676,4681,9,,,,Bring back jobs
677,4682,1,,,,He's not Trump.
678,4683,5,,,,He is more level headed and will look at all sides of an issue before making a decision
679,4686,97,,,,he is for keeping us safe by encouraging mask wearing
680,4693,1,12.0,,,Trump is irrational and a con man. He has to go.
681,4694,97,,,,Lesser of two evils
682,4697,99,,,,I can?t think of one.
683,4698,11,,,,there is no reason
684,4701,2,,,,He?s the best person for the job.
685,4703,6,2.0,,,"He is honest, doesn?t bully people and cares about others."
686,4707,11,,,,there is none
687,4708,1,,,,I don't have a reason to vote for Biden
688,4710,11,,,,I can't think of a reason
689,4723,11,,,,There is no good reason
690,4725,97,,,,Joes a good guy
691,4726,10,,,,I think he can deal with the covid pandemic btter
692,4731,99,,,,I don?t have one
693,4732,2,,,,"He is transparent, has morals and tells the truth."
694,4736,99,,,,"Honestly, he?s like a placeholder for the transition to the next."
695,4737,11,,,,I'm not sure how will think about and will see.
696,4744,5,,,,He is much more suited for the role in general
697,4748,11,,,,there is not a single reason to - his record should have been a disqualifier to begin with
698,4749,3,,,,He has actual plans to move our country forward.
699,4753,11,,,,none
700,4757,1,,,,He is not Donald Trump
701,4763,6,,,,"Through history, Democrats have been the party that supports working class people. Let's hope they return to their roots."
702,4773,4,5.0,11.0,,"I can't think of a reason. He's been ""working"" the system for over 45 years. He IS part of the swamp."
703,4775,9,1.0,,,Trump is an idiot and we are where we are today with covid Because of him and the republicans
704,4776,1,,,,He?s not Trump
705,4785,2,5.0,,,Experience and honest
706,4789,1,,,,Trump is a idiot
707,4807,99,,,,Looks out for people like me.
708,4808,11,,,,There is absolutely no reason to support Biden for President.
709,4811,97,,,,Never
710,4817,2,1.0,,,"I believe that we need a change in our presidency now.  I believe in Democratic ideologies over Republican.  The current president is not a good person, and it looks as though he lies regularly, has treated women horribly throughout his life, and stands up for racists. This has to stop for the good of the world."
711,4825,97,,,,To get the coronavirus under control
712,4830,99,,,,I have no interest in seeing Biden as President.
713,4831,8,,,,Healthcare
714,4832,1,,,,It?s a vote against trump
715,4835,11,12.0,13.0,1.0,"Trump is everything that is wrong with our country.  He is a bigoted rascist, a corrupt liar, a self-serving coward.  He has destroyed our country.  Our melting pot has become a dead sea of corruption and hate.  Joe Biden is respectable and can relate to other people.  I respect him."
716,4838,11,,,,None. He should be getting help for his forgetfulness
717,4839,5,,,,He is a good leader and I also like his running mate very much
718,4842,13,11.0,1.0,,He will fix this ungodly mess that trump has created. he will not constantly lie to america. and his decisions will be based on what is good for the country - not his bottom line.
719,4854,11,,,,None
720,4855,2,,,,He supports people like me.
721,4862,9,,,,If he really intends on bringing jobs back to America
722,4871,97,,,,"Honesty, commitment"
723,4872,1,,,,He?s not Donald Trump
724,4876,1,,,,He?s not Trump
725,4877,11,,,,Nothing
726,4882,98,,,,No good reason
727,4886,1,,,,Much better than trump will ever be
728,4887,4,,,,He is competent
729,4888,1,3.0,,,There is no reason what so ever to support Biden For President. He will take this country down.
730,4890,1,,,,"He's not Trump. Trump has got to go. If Biden is the best person to beat Trump, then Biden has my vote."
731,4892,2,,,,He is kind
732,4893,4,,,,Because he's smart
733,4897,1,,,,Toget rid of Trump
734,4902,13,,,,He doesn't lie all the time!
735,4903,2,1.0,4.0,,"He is much more competent, honest, and credible than Trump"
736,4904,9,,,,the honesty and integrity for all americans
737,4906,11,,,,None
738,4908,2,5.0,3.0,,"He is a man who looks past himself.  He will be a president for everyone, not just the elite. He has a long record of government service."
739,4913,11,,,,There is NO GOOD REASON
740,4916,98,,,,More reasonable man.
741,4919,11,,,,No reason to support him
742,4922,12,1.0,13.0,5.0,"There is no reason to support Biden for President. He has spent enough time in politics and didn't help the American People in 47 years.  He need to go back home and just retire.  He isn't mentally capable to do the jog that would be required of him. He has ties to Radical Left Wing Socialist's and Communistic people that have no love or respect for our country.  I am a Patriot, I stand for the National Anthem, the Pledge of Allegiance and my Flag. I was a life-long Democrat but not anymore. I will not vote for someone that want's to eradicate the Country I love. The Country my family helped to build. Who fought and died to help end slavery. I have ancestors that go back to the Mayflower. Joe Biden and Kamala Harris are a threat to our way of life and to the Constitution of the United States. I will never vote Democrat again. They have become a twisted bunch of Anti-American money hungry politiciand that need to go."
743,4927,97,,,,Tyyuuuuu
744,4933,1,,,,Trump needs to be replaced
745,4936,12,1.0,,,"Because it will get Trump out of office.  I understand he is old, but Kamala Harris brings youth and experience to the Vice President position and will be able to take over as president if necessary."
746,4939,3,,,,"There is none whatsoever with the slutty whore of a hack he picked for a Veep. Nice try, people. Should gone with Tulsi, idiots."
747,4948,1,,,,Get rid of trump before he kills us all
748,4953,11,,,,None
749,4955,1,2.0,,,He is a decent human being and Trump has lowered the bar so far that being decent is the best reason regardless of policy.
750,4957,4,,,,Intelligence
751,4960,3,2.0,,,He is honest and capable.  He will bring the country back together.
752,4966,11,,,,Nothing
753,4972,99,,,,i believe our views match.
754,4974,1,,,,There is no good reason to vote for Biden.
755,4975,97,,,,Rice
756,4976,98,,,,no resone
757,4977,97,,,,just feel he is best choice now
758,4983,97,,,,Stability for the American public
759,4988,11,,,,There is none as he is a criminal and a liar!
760,4990,13,,,,He is not a bully and racist who scares people to get why he wants.
761,4991,1,,,,He?s not Trump.
762,4992,97,,,,None I think America would crumble with Joe Biden as President
763,4996,97,,,,Doing the best for us
764,5003,1,,,,Trump is insensitive and racist and doesn't understand anything about the average American.
765,5012,10,9.0,,,He will take the covid virus seriously and build our economy back up
766,5015,9,,,,The economy needs to be fixed
767,5017,11,,,,The only thing I would support him is with climate change. I like that he will stop fracking and work on a greener environment.
768,5029,5,,,,He is more supportive of police reform.
769,5035,1,,,,donul  trump is better president because he is all USA high regulation convert
770,5040,1,,,,He's not Trump
771,5041,11,,,,None he is not for me
772,5043,9,,,,Economic stimulus
773,5044,1,2.0,,,He is honest and not just out to protect the rich.  Trump is a joke and a poor representative of USA.
774,5047,1,,,,He is a better candidate than trump
775,5048,1,,,,He's a better man than Donald Trump
776,5053,11,,,,There is no good reason.
777,5058,11,,,,There is no good reason at all.
778,5065,2,,,,he's for the little guy
779,5066,1,,,,Kick Donald Trump out of the presidency.
780,5074,1,,,,"If I was to believe that each candidate would carry out what they say they will do, which I don't. I would have to say that Biden would attempt to lower the cost of health care better, but I don't really think that he would do that either."
781,5075,1,,,,He is not as abrasive as trump
782,5080,1,,,,To stop the Trump bashing
783,5084,2,1.0,,,Because he's a decent human being and not absolutely insane like Trump.
784,5088,8,,,,Healthcare
785,5096,11,,,,None that I see
786,5099,1,11.0,,,There is no reason to support Biden for president.  It would be a huge mistake to vote him in.
787,5101,1,,,,To get rid of Trump
788,5103,1,,,,I don't like the way that Donald Trump handles LGBTQ rights
789,5104,3,,,,He will provide stability in the presidency
790,5106,11,1.0,,,I can see him supporting a bipartisan effort to govern this country. This divisive back biting has to stop and Trump can't do it.
791,5112,1,,,,None he is a bad choice worse than Hillary clintonin 2016
792,5114,97,,,,not cutting healthcare
793,5122,97,,,,to keep the democrats quiet
794,5129,5,3.0,,,"In my opinion, the best reason to support Biden is the fact that he is well liked, he can heal this country, bring us back from the brink, and give what this country needs."
795,5130,2,,,,He?s an empathetic human being
796,5131,11,,,,None
797,5134,11,,,,I don't support Joe Biden because he has made clear that he would not maintain law and order in our cities and towns. He would also raise taxes and extend the economic shutdown indefinitely using the virus as an excuse.
798,5145,11,,,,There is none
799,5146,97,,,,bien is a racist
800,5150,4,12.0,1.0,3.0,Trump has been a shit-show. He's corrupt; he's weakened the checks and balances. His Administration has made the media an enemy. He's divided the country. He's golfed too much. He's majorly screwed up the handling of COVID. Need I continue?
801,5153,4,,,,His policies
802,5160,5,,,,I believe he will do a better job
803,5162,5,,,,He seems more stable and has the common sense to make rational decisions
804,5165,1,,,,He's not Trump
805,5167,97,,,,we need someone who is  it an antagonist
806,5170,97,,,,Kamala Harris
807,5181,1,,,,He is better than Trump
808,5183,13,4.0,,,"He is smart, and he is not a corrupt sexist, racist creep"
809,5186,99,,,,Not sure
810,5189,99,,,,i dont have one
811,5194,1,6.0,,,"The best reason to support Biden/Harris is to get our current ""president"" Trump out of office. Trump is a threat to America and the middle class"
812,5197,3,,,,He cares for people like me
813,5199,11,,,,Nothing
814,5200,1,,,,To get rid of Trump.
815,5202,98,,,,Nonr
816,5206,11,,,,None
817,5213,2,,,,he is human
818,5219,3,,,,He care about
819,5224,99,,,,Biden would lead in unifying this country and lookout out for all races.
820,5227,11,,,,None
821,5236,1,,,,To beat Trump
822,5244,1,,,,Get Trump out of the Presidency
823,5250,97,,,,Bring dignity back to the White House
824,5253,1,,,,I don?t to vote for trump
825,5257,11,,,,None
826,5263,97,,,,He is more in touch with average American citizens
827,5265,6,3.0,5.0,,"I SUPPORT JOE BIDEN BECAUSE HE UNDERSTANDS AMERICAN PEOPLE AND HE LISTENS TO THEM.  HE IS MORE RESPECTABLE AND EXPERIENCED IN HANDLING WORLD AFFAIR THAN TRUMP.  JOE HAS NOT SCANDALS AND DRAMA THAT WE THE PEOLE HAVE TO LISTEN TO DAILY AND HE WILL WORK HARD IN BRINGING PEOPLE TOGETHER RATHER THAN DIVIDING PEOPLE, CALLING NAMES AND INSULTS.  PEOPLE ARE TIRED OF THIS CRAP!"
828,5270,11,,,,None
829,5271,3,,,,He will be better for the country.
830,5276,97,,,,cant think of a single one
831,5289,11,,,,There is no good reason what so ever to vote for that liar
832,5293,2,,,,he has care for the middle people like use
833,5295,7,,,,If Biden were to actually keep social security strong and have people keep it rather than give it to bigger corporations their would be a positive step in his direction. Who knows how true this is.
834,5297,2,,,,He seems more honest
835,5301,6,,,,Stop big corporations and the rich from NOT paying their fair amount of taxes
836,5304,1,,,,Anyone is better choice than Donald!!!!!!
837,5312,97,,,,Honesty and empathy
838,5331,11,,,,None
839,5340,11,,,,I can't think of one reason
840,5343,2,,,,He is honest!
841,5349,97,,,,Honesty and character
842,5354,1,,,,He is down to earth like most of the country not rich like Trump
843,5359,11,,,,There is none
844,5360,2,,,,He is a go getter
845,5364,7,,,,To protect social security
846,5366,97,,,,"I trust his judgment,  moral values and character"
847,5367,5,,,,"He has experience, and a cool head and will make wise decisions."
848,5378,2,,,,He is the only choice
849,5382,1,,,,He will clean up the corruption left by Trump
850,5383,97,,,,Honesty
851,5386,5,2.0,,,"He is honest, caring, gard working and has already ?proven? himself when he was vice president"
852,5387,5,,,,His party is better at leading the USA.
853,5389,97,,,,Betterctgan yrump
854,5390,2,,,,He?s honest
855,5394,11,,,,Nothing
856,5395,2,,,,Good man and knows what he's talking about
857,5397,13,,,,He can stave off communism until he soon dies
858,5398,1,,,,because he's not trump.
859,5399,11,,,,There is no reason to support biden for president.
860,5405,11,,,,There is none
861,5406,4,5.0,,,"He is diplomatic, understands government and is a good leader."
862,5409,11,,,,Nothing
863,5418,3,,,,To unite the country
864,5419,1,,,,To ensur the far left doesn't lose their mind if Trump wins
865,5425,8,7.0,,,"Protecting the ACA, and social security"
866,5430,1,,,,There is no reason at all that Biden should be President
867,5437,1,,,,Trump must leave to save this country from total description
868,5439,1,,,,Get Trump out
869,5440,5,,,,experience
870,5444,11,,,,None
871,5445,97,,,,The craziness needs to stop
872,5447,11,,,,Nothing
873,5448,1,,,,"The best reason is because Donald Trump is a corrupt menace to our society. Trump is a liar and a racist, with authoritarian goals. Trump has zero concern for human lives, especially seniors, that are at higher risk of death from COVID-19."
874,5453,11,,,,None
875,5455,1,13.0,,,No best reason. He is weak. I want a president that is strong.
876,5459,13,,,,"I would never support Biden, he would be absolutely horrible for this country.."
877,5463,4,,,,He is a rational person who actually knows how to run a country and isn?t an idiot like the current president
878,5466,99,,,,Dont know
879,5468,13,,,,He will ensure that socialism is a major part of the health and welfare and there will be services for everyone.
880,5470,11,,,,NOTHING
881,5471,5,13.0,3.0,2.0,He has my values. He is set out to help people like me who have worked paycheck to paycheck. He is honest. He doesn't lie. He respects the constitution and the rights of all Americans. He won't 'hold out money for the state who didn't vote for him. He will begin to build back our relationships with other countries.
882,5473,11,,,,None
883,5476,99,,,,I don?t know
884,5483,99,,,,Not sure
885,5485,2,,,,His honesty and transparency
886,5491,2,,,,he is stable honest and caring
887,5492,11,,,,Their is no reason to support biden
888,5496,11,,,,There is no reason to support Biden
889,5502,11,,,,"if he can make usa good,i can support him"
890,5509,97,,,,Only democratic running
891,5516,1,,,,He isnt trump honestly
892,5519,1,,,,He?s not Trump and is able to be less divisive.
893,5521,2,,,,He is kind.
