RESPONDENT_ID,Code1,Code2,Code3,Code4,Response
1001719,,,,,
1001731,,,,,
1001734,97,,,,tente sa chance
1001736,,,,,
1001737,,,,,
1001739,,,,,
1001742,,,,,
1001744,,,,,
1001745,,,,,
1001747,13,,,,Laid back He doesn't seem to be in the open enough about his thoughts and ideas of how he will run our Country that is fair for all
1001749,36,,,,not good for everyday canadians
1001750,18,,,,doesn't know what the average Canadian lives like.  Having too big earning parents he hasn't lived what many are today.  Little money and no benefits in new jobs and extremely expensive schooling and no future for the young people.
1001752,,,,,
1001754,24,,,,Not to be trusted
1001757,19,,,,useless
1001758,35,,,,A typical Conservative
1001763,,,,,
1001764,36,,,,WANTS TO MAKE THE RICH RICHER AND POOR POORER. WILL CUT HEALTH CARE EVEN DURING A PANDEMIC. NOT VERY THE AVERAGE CANADIAN
1001765,97,,,,fgg  f mh
1001766,27,,,,NOT A GOOD LEADER
1001767,,,,,
1001768,,,,,
1001769,,,,,
1001770,97,,,,"Uncertain, need to see Party Platform and initiatives when in election is called."
1001772,19,,,,Fake like all of them
1001774,27,,,,a wanna be prime minister
1001775,35,,,,Still a down to earth person with conservative values. There are some questionable things he has done and supported that create some doubts in my mind whether or not I would vote for the Conservatives or not.
1001777,,,,,
1001778,,,,,
1001780,,,,,
1001781,27,,,,Not the candidate for me
1001782,,,,,
1001783,,,,,
1001785,97,,,,Enigma
1001786,11,,,,my type of person
1001787,,,,,
1001789,19,18,,,Sneaky loves the rich
1001791,,,,,
1001792,,,,,
1001793,36,,,,its ok
1001794,,,,,
1001796,97,,,,Yed
1001797,,,,,
1001798,30,,,,A typical conservative that isnât right for canada
1001799,,,,,
1001801,36,,,,No Idea
1001802,35,,,,A typical conservative
1001803,,,,,
1001810,97,,,,Ineffectual in providing options - only finds fault
1001814,,,,,
1001816,34,,,,Donât like him
1001819,5,,,,Good lesser
1001821,35,,,,A pretty basic Conservative but I'll give him chance.
1001822,19,,,,useless
1001824,,,,,
1001825,,,,,
1001827,,,,,
1001830,30,,,,fascist
1001831,,,,,
1001833,36,,,,No opinion
1001835,,,,,
1001836,,,,,
1001838,36,,,,No suitable
1001840,97,,,,0
1001842,97,,,,Not sure he has the best in mind for all Canadians.
1001843,36,,,,"not really sure, would need to know more before making an opinion"
1001844,,,,,
1001845,5,,,,EXCELLENT CHOICE
1001846,97,,,,cutting on everything
1001848,,,,,
1001851,,,,,
1001852,,,,,
1001853,99,,,,still not sure
1001856,,,,,
1001857,,,,,
1001859,,,,,
1001860,,,,,
1001862,24,,,,Two faced and misleading about his past
1001864,,,,,
1001865,,,,,
1001869,24,,,,Untrustworthy
1001870,34,,,,Not someone I'd support.
1001872,18,,,,Arrogant
1001873,,,,,
1001874,18,,,,an elitist pig
1001878,36,,,,Just ok
1001879,,,,,
1001883,,,,,
1001886,18,,,,A person for the almighty rich
1001887,36,,,,not that good
1001888,12,,,,Leader
1001889,14,,,,Right person for Canada at this time
1001890,35,,,,A typical Conservative.
1001894,,,,,
1001896,,,,,
1001897,,,,,
1001898,,,,,
1001899,,,,,
1001900,99,,,,sais pas
1001901,97,,,,she is cabale and worth to give her a try but with justin turdue only not with conversitive party
1001902,,,,,
1001904,97,,,,Mauvais reprÃ©sentant pour notre pays
1001906,,,,,
1001909,,,,,
1001910,,,,,
1001911,23,,,,An absolute disgrace - appalling beyond words. Has no place in or near a government position. Neither he nor D. Ford should Ever have been elected - they do Not care about Canadians (unless they are big business /big donors eg McVety)
1001915,,,,,
1001916,,,,,
1001920,,,,,
1001921,11,13,,,"Confident, down to Earth. Well spoken."
1001922,5,,,,GOOD STANDINGVFOR PEOPLE
1001925,,,,,
1001926,,,,,
1001928,,,,,
1001929,,,,,
1001930,97,,,,i think he has a powertrip of cutting everything to help the rich coporation gets richer so that he can get a cut from them
1001931,29,,,,Very dishonest
1001932,99,,,,Dont know enough
1001933,13,,,,As a local person who is the guy next door running for office.
1001934,18,,,,Out for #1 and his buddies.
1001936,97,,,,Still a dufus
1001937,33,,,,out of touch typical Politian
1001941,,,,,
1001943,33,21,,,Uninspiring  Status quo
1001945,97,,,,He is not a supporter of the working class
1001947,9,,,,Hard working
1001948,33,35,23,,Selfish and greedy. A typical conservative politician.  Not right for Canada.
1001955,,,,,
1001958,,,,,
1001959,30,,,,"Far right supporter, big business supporter"
1001961,,,,,
1001962,,,,,
1001963,,,,,
1001965,,,,,
1001967,35,,,,"mature politicia, conservative, supporting business"
1001968,,,,,
1001969,35,,,,Typical conservative
1001970,6,9,10,,"Knowledgeable, hard-working, smart, experienced, what Canada needs right now."
1001972,,,,,
1001974,,,,,
1001976,,,,,
1001978,,,,,
1001983,14,13,,,An ordinary canadian willing to work for canadians
1001987,97,,,,I THINK HE WILL HELP THE LITTLE PEOPLE NOT THE BIG SHOTS
1002011,,,,,
1002019,30,,,,Right wing and not representative of my world view or personal beliefs.
1002021,34,,,,Donât care for him.
1002072,,,,,
1002126,,,,,
1002128,27,,,,a largely unknown quantity as a leader
1002131,19,18,,,"A pompous, red neck disingenuous person."
1002141,18,,,,An arrogant phony Fat Cat.
1002203,,,,,
1002222,,,,,
1002224,,,,,
1002226,34,,,,He should be good but I don't know him enough. If only wend they for visit they would come to small town. let the bigger city come to us for ounces.
1002227,34,,,,Not happy with him.
1002229,34,,,,I donât trust him
1002327,,,,,
1002395,,,,,
1002396,,,,,
1002397,10,,,,An enigma. I would like to hear more from him but the Covid crisis has taken precedence over everything else
1002398,97,,,,As I did earlier in the survey.
1002401,30,,,,old school thinking
1002439,,,,,
1002458,,,,,
1002505,36,,,,NOT SURE
1002517,,,,,
1002527,99,,,,"I donât think OâToole listens to working Canadians, he pays a lot of attention to Big Business."
1002577,,,,,
1002581,,,,,
1002681,5,10,9,,"a good man, an intelligent, hard working man"
1002688,,,,,
1002690,,,,,
1002691,,,,,
1002695,,,,,
1002697,30,35,,,"Has a Conservative, I would place him to the center. Not far left or far right."
1002698,34,,,,not for me
1002700,33,,,,a typical lawyer who wants to be a politician
1002708,13,,,,down to earth/non elitist
1002713,,,,,
1002717,,,,,
1002724,36,,,,Average
1002729,97,,,,A  Tool
1002732,98,,,,none
1002733,27,18,,,"Terrible leader, only supports the rich and not good for Canada be"
1002736,99,,,,Don't Know
1002739,,,,,
1002744,,,,,
1002753,35,,,,Conservative
1002771,15,,,,The next Prime Minister of Canada
1002778,,,,,
1002783,,,,,
1002784,,,,,
1002787,,,,,
1002788,36,,,,I have no option at all
1002789,97,,,,weak
1002791,,,,,
1002800,,,,,
1002820,97,,,,Lost touch with what regular people need.
1002822,19,,,,As a weasel
1002823,,,,,
1002831,,,,,
1002832,32,,,,"a minature trump, keep him away from Canada"
1002834,18,,,,Too out of touch with the average Canadian.
1002836,,,,,
1002837,97,,,,Could be great for our economy
1002838,,,,,
1002839,,,,,
1002840,,,,,
1002841,,,,,
1002842,,,,,
1002843,,,,,
1002844,,,,,
1002851,15,,,,He is  the PM who will make  the best job of getting us out of the mess Trudeau put us in.
1002852,97,,,,Self-serving
1002853,13,12,,,fair and good leader
1002855,27,,,,He's a pompous jerk who has no leadership skills.
1002858,97,,,,Trou de cul
1002860,12,,,,Average good leader capable leading the country and so-called lesser evil in absence of any other leaders for canada.
1002861,18,,,,Out of touch.
1002862,36,,,,No idea
1002864,,,,,
1002878,9,,,,Not my kind of guy for average hard working Canadians.
1002881,,,,,
1002883,,,,,
1002885,,,,,
1002887,15,,,,"Very much like Justin Trudeau, He plays with the rich, make laws and rules for the rich, stomps on the poor."
1002895,34,15,,,"i don't agree with some of his decisions, not sure about him being prime minister"
1002943,,,,,
1002944,,,,,
1002957,35,,,,No change. He needs to put out the Conservative platform.
1002959,30,,,,Right wing will out health care at risk abortions rifhts will be gone just look at his wing nut party
1002960,33,,,,a typical leader who will say anything to get elected
1002961,,,,,
1002962,,,,,
1002964,15,,,,Much better than Turdface.
1002965,,,,,
1002973,13,,,,down to earth will
1002974,,,,,
1002975,19,,,,Insincere
1002976,14,,,,I didn't know he was in the military. I have more faith in Erin to get Canada back on track...!
1002977,,,,,
1002978,,,,,
1002999,22,,,,Racist
1003003,,,,,
1003004,,,,,
1003007,35,,,,A moderate conservative
1003011,14,,,,Someone who will get Canada back on track - not hand out billions of dollars.
1003012,,,,,
1003021,,,,,
1003022,14,35,,,a typical conservative that believes in increased taxes to Canadians but big support to big business. Until the party strongly supports to increasing taxes to big business and the rich in Canada I will never vote for Conservatives.
1003023,10,14,,,Interesting and hopefully good for CANADA
1003027,,,,,
1003030,,,,,
1003034,20,28,,,A tool out of his depth.
1003041,30,,,,Modern and middle right.
1003043,,,,,
1003057,36,,,,No comment
1003058,,,,,
1003061,12,,,,proper leader for the country
1003062,36,,,,No
1003063,,,,,
1003064,,,,,
1003066,,,,,
1003067,,,,,
1003068,,,,,
1003069,,,,,
1003070,,,,,
1003071,24,30,,,"Dangerous, sounds like a typical Conservative leader with a big business background."
1003072,15,,,,New Leader .
1003073,97,,,,A progressive thinker who has the best interests of Canadian at heart.
1003074,,,,,
1003075,,,,,
1003078,97,,,,Willing to say most anything
1003079,,,,,
1003081,9,28,,,He is a man with a hard working past but needs to work on being a politician.
1003082,33,,,,very good politician and deserves a chance to govern but its peoples choice.
1003083,18,30,,,"Arrogant, single minded, far right politician."
1003084,15,35,30,,I still have to hear more about what his party will do to deal with the issues.  I have found that there can be a big disconnect between what the leader believes and states and what the party believes and states it will do.  This is espeically true for the Conservative party.  There are so many factions in the conservative movement in Canada.  I am deeply afraid of the far right conservative part of the conservative party.  How Erin O'tool deals with that faction will be a consderation of my vote.
1003085,18,,,,"arrogant, power hungry, elitest"
1003086,,,,,
1003087,33,,,,typical PC
1003088,26,,,,Uncertain
1003089,97,,,,He will learn more when he is the PM
1003090,,,,,
1003091,97,,,,doesn't share my values
1003092,,,,,
1003093,19,,,,"As before, no clear principled, global approach.  Opportunisitic and quick with simple words in the absence of co-ordinated, long-range, future (decades not months) planning."
1003094,,,,,
1003097,14,5,6,,"solid and dependable, for canadians"
1003098,,,,,
1003099,10,28,,,"new, strong minded"
1003100,,,,,
1003102,34,,,,not the right person
1003103,,,,,
1003104,,,,,
1003105,31,30,,,Comes from middle class beginnings. He is a lawyer and perhaps a little too far right and too close to big business in his thinking.
1003106,14,,,,WHAT CANADA NEEDS
1003107,,,,,
1003108,34,,,,not very good
1003109,97,,,,"Another harper, steal from the poor and give to the rich."
1003110,,,,,
1003112,27,,,,not what i kneed for a leader
1003113,,,,,
1003114,,,,,
1003115,,,,,
1003116,,,,,
1003117,13,,,,Seems down to earth
1003118,34,,,,not someone i would vote party. do not vote conservative
1003119,34,,,,terrible
1003120,15,,,,A pleasant change from the Trudeau corruption
1003121,97,,,,No appeal to the average voter.
1003122,,,,,
1003123,,,,,
1003124,,,,,
1003126,36,,,,not sure
1003127,,,,,
1003128,,,,,
1003130,,,,,
1003132,97,,,,I have no knowledge of him as a person so can only comment on his public persona.   He comes across as Andrew Scheer with slightly more charisma crossed with a not quite as angry John Baird.  His utter lack of leadership at dealing with Derek Sloan makes me hope that he never attains a position higher than Leader of the Opposition.
1003189,,,,,
1003190,,,,,
1003193,,,,,
1003198,,,,,
1003202,,,,,
1003203,97,,,,Better alternative to liberals
1003205,99,,,,"Still an unknown. I need to hear and see him, scripted and while being questioned."
1003210,,,,,
1003225,,,,,
1003226,97,,,,best of two evils
1003227,,,,,
1003228,15,,,,A welcome change in the Leadership of Canada to get the country out of debt and back to a strong economy.
1003229,33,,,,Typical politician that doesn't mean what he says and doesn't say what he means.
1003230,27,,,,unacceptable for the leader of Canada.
1003231,,,,,
1003232,,,,,
1003234,98,,,,None
1003236,,,,,
1003237,35,,,,Typical far right conservative.
1003238,9,13,,,a down to earth person who supports regular hard working canadians
1003239,13,,,,an everyday Canadian
1003241,,,,,
1003242,36,,,,Not sure
1003243,,,,,
1003244,19,,,,useless
1003246,,,,,
1003247,35,,,,Leader of the conservatives
1003250,,,,,
1003252,,,,,
1003253,34,,,,He's too extreme and unfit to lead our Country towards better days.
1003254,15,,,,I used to live in Bowmanville Ont and I never heard of him or his family until the Conservative Party leadership convention.
1003256,,,,,
2100011,34,33,,,"I've already described him.  He's a typical politician no matter his background and will do little if anything to better the lives of Canadians.  Year after year after year, no matter which party leads the country, our taxes increase, our services decrease and more attention seems to be paid to canada's image abroad than to SERIOUSLY  helping Canadians in need."
2100063,,,,,
2100073,27,,,,Probably not the leader I'm looking for
2100078,,,,,
2100100,36,,,,Unsure
2100119,,,,,
2100163,,,,,
2100167,33,19,,,I would describe him as an ambitious politician who should not be trusted.
2100173,,,,,
2100177,33,,,,Same kind of poltiician
2100182,,,,,
2100186,97,,,,A little more out of touch of whatâs really important to Canadians
2100203,18,,,,"Erin O'Toole  supports the rich only. He never experienced financial hardship during the pandemic, therefore cannot relate to the general public who work in retail or in seasonal jobs to get by, lost jobs. If he doesn't care for the welfare of the general public why vote him? The public outnumbers corporations in terms of votes."
2100223,,,,,
2100236,97,,,,"Seems like they come from a good background and have expertise in various concepts that could potentially increase the economy, taxes, health and well being of the country. Reading more about Erin has allowed me to develop a better perspective on him"
2100272,,,,,
2100275,,,,,
2100276,97,,,,"Canada is large by area but small on population, which is aging, not being replenished fast enough, it is not a country like the United Sates where the individual  State governments tend to run things. Canadians depend on a federal government that will help when times are hard and give assistance when it's needed, not a one that will slash and take away from those who are most vulnerable. It may not be an environment for huge multinational profits but this is the kind of country Canada has always been and good trying to turn it into the US."
2100280,18,,,,"will not act in the best of interests of most Canadians, just the rich"
2100282,,,,,
2100285,30,,,,A typical right winger. Its a little concerning.
2100322,,,,,
2100389,15,35,,,"Erin O'Toole, the family man, Canadian veteran & leader of Canada's Conservatives. Erin stepped up to serve his country when elected Leader of Canada's Conservative"
2100399,,,,,
2100425,9,,,,a typical everyday guy with hard working parents.
2100428,,,,,
2100439,,,,,
2100441,,,,,
2100541,35,,,,Conservative
2100545,33,,,,Just because you have given information doesn't mean I understand Erin O'Toole.  Time will tell whether he is any better than any other politician.
2100549,9,,,,Business man
2100569,,,,,
2100574,,,,,
2100577,,,,,
2100596,30,,,,A regressive type of governing style
2100609,22,,,,white privilege know it all wanting to spend
2100631,36,,,,Not sure
2100641,,,,,
2100647,1,13,,,"Calm, down to earth, willing too listen"
2100678,,,,,
2100692,33,,,,"He's probably the same as every other politician, he gets into politics with good intentions and then quickly finds he can't implement any of his goals."
2100698,,,,,
2100730,,,,,
2100733,,,,,
2100737,36,,,,not sure
2100746,5,,,,Great
2100759,11,6,,,"outgoing, confident, loyal."
2100771,,,,,
2100807,,,,,
2100817,36,,,,No comment
2100838,97,,,,He seems to know what he wants to do but cutting healthcare is not good for Canadians as our taxes pay for that.
2100890,,,,,
2100942,,,,,
2100944,10,,,,They are very intelligent. They are out to help Canadian citizens otian Healthcare needs.
2100960,,,,,
2100978,15,,,,i think this is an erin o toole smear survey and i don't agree with that. why are there no equivalent statements about Justin Trudeau or Jagmeet Singh.. make it make sense?
2100980,97,,,,One man band
2101045,32,,,,A man that would make Canada like trump country. People will loose their rights
2101052,,,,,
2101099,,,,,
2101100,,,,,
2101104,24,,,,Not the person I can trust.
2101129,7,,,,Peoples person
2101134,,,,,
2101150,,,,,
2101188,97,,,,In bed with big industry
2101195,,,,,
2101205,99,,,,Still not enough info
2101212,,,,,
2101280,97,,,,doesn't know the everyday people
2101283,36,,,,Not sure
2101295,,,,,
2101299,,,,,
2101355,,,,,
2101371,18,,,,Reckless
2101404,,,,,
2101406,97,,,,Wrong to cut health care
2101447,97,,,,Not for the people or wanting the best for the people of Canada
2101455,,,,,
2101478,12,,,,A very leading person who might do pretty well
2101518,36,,,,Not to bad
2101531,,,,,
2101534,,,,,
2101536,,,,,
2101566,98,,,,nothing
2101592,99,,,,Unknown
2101593,35,30,33,,A lot of wind - Same old conservative ideology - Country will regress under his leadership
2101601,,,,,
2101635,28,,,,Unsure as he has not been his party's leader for too long
2101700,,,,,
2101728,,,,,
2101768,99,,,,Unknown
2101790,,,,,
